SMILES,SPLIT
O=C(c1cc[nH]c1)N1CCCC(COc2ccc(F)cc2)C1,train
Cc1noc(C)c1S(=O)(=O)N(C)Cc1ccc(C(C)(C)C)cc1,train
COc1cc(C)ccc1Oc1ccc(F)cc1NCc1nncn1C,train
CCN(Cc1cccs1)C(=O)c1c[nH]c2cccc(F)c12,train
Cc1cc(O)cc(C)c1C1NCCc2ccc3c(c21)OCO3,train
CC(C)NC(=O)N1CCc2onc(COc3cccnc3)c2C1,train
Cc1nc(C2CCCN2C(=O)c2cccc(N3CCNC3=O)c2)no1,train
CN(C)c1ncnc(SC2C(=O)OC(C)(C)OC2=O)c1N,train
CC(C)CCC(=O)N1CCN(Cc2cnc(CC(C)C)s2)CC1,train
CCc1ccc(CNC(=O)c2ccc(C(N)=O)cc2)s1,train
Cc1csc(=O)n1CCC(=O)OCC(=O)N1CCc2ccccc21,train
Cc1cc(C)cc(C(=O)NCC(=O)Nc2ccc(-n3ccnn3)cc2)c1,train
CC(C)c1cc(C(=O)NCC2OCCc3ccccc32)no1,train
CC(C)(C)NC(=O)c1cnc(-c2ccco2)nc1N,train
Cn1c(SCCn2cccn2)nc2cc3ccccc3cc2c1=O,train
CN(Cc1cc(-c2ccccc2)no1)C(=O)CCCS(N)(=O)=O,train
COc1ccc(CN(C)C(=O)Nc2ccc(S(N)(=O)=O)cc2)cc1,train
O=C(Oc1cccc2ccccc12)c1ccnc(-n2cncn2)c1,train
CC#CCCC(=O)Nc1cccc(Br)c1,train
C=CCn1c(=O)c2ccccc2n2c(SC(C)C(N)=O)nnc12,train
O=C(Nc1ccccc1)Nc1cnc2sccn2c1=O,train
O=C(COC1CCCC1)Nc1nnc(C(F)(F)F)s1,train
COCCN(Cc1ccccc1)C(=O)Nc1cnn(C)c1,train
COc1ncccc1CN1CCOC2C(OCC3CC3)CCC21,train
COCC1CC2(CCN(C(=O)c3cc(C4CC4)on3)CC2)CO1,train
COc1ccccc1-c1cn2c(C)c(C(C)=O)sc2n1,train
Nc1ccc(S(=O)(=O)N2CCCCC2CCO)cc1,train
CCC(CC)C(=O)N1CCC(S(=O)(=O)c2ccccc2)C1,train
O=C(Cc1cc(-c2ccco2)on1)Nc1ccc(F)c(F)c1F,train
O=C(NC1c2ccccc2CC1O)c1coc(CN2CCOCC2)c1,train
CNc1cccc(C(=O)N(CCC#N)CC(C)C)n1,train
C#CCN1CCN(CC(=O)N2CCc3sccc3C2CC)CC1,train
O=C(Nc1ccc2c3c(c(=O)[nH]c2c1)CCC3)c1ccc(F)c(F)c1,train
Cc1cc(C(N)=O)c(NC(=O)C2CCC(F)(F)CC2)s1,train
O=C(NCc1ccnc(OC2CCC2)c1)N1CCC2(CCCC2)C1,train
Cc1nc(NC(C)C)sc1C(=O)NCc1cccs1,train
COCc1noc(C2CCCCN2C(=O)c2ccc(C)nc2)n1,train
CCOc1ccc(C(C)NC(=O)C2CCC2)cc1OCC,train
O=C1CNC(c2ccc(Br)cc2)c2ccccc2N1,train
Cc1nnsc1C(=O)N1CCC(c2ccsc2)CC1,train
C#Cc1cccc(NC(=O)c2cccc(C(=O)NCCC)c2)c1,train
O=S1(=O)NCCCN1Cc1ccccc1Cl,train
CN1C(=O)c2ccc(C(=O)Nc3ccccn3)cc2S1(=O)=O,train
N#Cc1ccc(C(=O)NCCCNc2ncccn2)cc1,train
CC(c1cccnc1)N1CCN(C(=O)COC2CCCC2)CC1,train
O=C(NC1CCCC1)C1CCCN1C(=O)c1cc2ccoc2s1,train
CCCC(NC(=O)NCc1ccc(F)cc1)C(=O)NC1CCCC1C,train
Cc1ccc(NC(=O)CCSc2ccccn2)c(F)c1,train
CCOC(=O)N(C)c1ccc(NCc2ccsc2)cc1,train
O=C(CCOc1ccccc1Cl)NCc1cccnc1,train
O=C(NCc1ccccc1OCC(F)(F)F)c1ccncc1,train
COc1ccc(C(=O)N2CCC(O)C(O)C2)cc1O,train
Brc1ccccc1Oc1ncccn1,train
COc1cc(CNc2ccc(C#N)cn2)cc(OC)c1OC,train
CCOC(=O)c1nnc(NC(=O)c2scnc2C2CC2)s1,train
N#Cc1nc(C2CC2)oc1N1CCN(Cc2cc(F)ccc2F)CC1,train
O=C(NCc1cn[nH]c1)c1c(F)cccc1Cl,train
CCCNC(=O)c1onc(S(=O)(=O)CCC)c1N,train
CN(C(=O)C1Cc2cc(Cl)ccc2O1)C1(C#N)CCC1,train
NC1=NC(=O)C(Cc2ccccc2)(c2ccc(Br)cc2)N1,train
CC(=O)N1CCC(NC(=O)N2CCCC2c2ccsc2)CC1,train
O=C(OCCn1nc2ccccn2c1=O)c1ccc(-n2cccn2)cc1,train
Cc1cc(C(=O)Nc2c(-c3ccco3)nc3ccccn23)cc(=O)[nH]1,train
Cc1ccc(-n2ccnc2)c(C(=O)NCc2ccc(C#N)cc2)c1,train
NC(=O)c1ccc(N2CCCC2)c(NC(=O)CCn2cncn2)c1,train
COc1ccc(NC(=O)c2cc3n(n2)CCCO3)cc1OC,train
Cc1cccc(S(=O)(=O)N(CCC#N)C2CCCC2)c1,train
O=c1onc(-c2ncccn2)n1Cc1csc(C2CCCC2)n1,train
COc1ccc(CC(OC)(OC)OC)c(C)c1C,train
Cc1nn(C(=O)c2ccco2)c(C)c1Sc1ccccc1,train
Nc1cccc2c1nc(-c1ccc(Cl)cc1)n2CCO,train
O=C(Cn1cnnn1)Nc1ccc(-n2ccnc2)cc1,train
CCC(CC)NC(=O)c1ccc(NC(=O)C2CC2)cc1,train
CC(C)N(CCCO)C(=O)c1ccc(C#CCO)s1,train
NC(=O)CCCNC(=O)c1ccc2c(c1)C(=O)c1ccccc1-2,train
CC(NC(=O)N(C)C(C)C)c1ccc(N2CCCC2=O)cc1,train
COc1cccc(CCC(=O)NC2CCSc3ccc(F)cc32)c1,train
O=C(Nc1nnc(C2CC2)s1)C12CC3CC(CC(Cl)(C3)C1)C2,train
CCc1nc2cccnc2n1CCNC(=O)NC1CCCCC1,train
COc1ccc(-c2n[nH]cc2CNc2cc(C)on2)cc1,train
CCc1cccc(CC)c1NC(=O)c1cnn(C)c1N,train
CN(C)c1nc(-c2ccccc2)nc2c1CCN(S(C)(=O)=O)CC2,train
CCc1nnc(NC(=O)c2ccc(-c3ccccc3)nc2C)s1,train
Cc1ccccc1C(C)(C)CNC(=O)CCSc1nnnn1C,train
CCCCCNC(=O)N1CCCC(c2nc(C)no2)C1,train
CC(=O)Nc1ccc(NC(=O)Nc2ccc(C)cc2)cc1,train
O=C(Nc1ccc2[nH]ccc2c1)c1cnc(C2CCCO2)s1,train
O=C1CCc2cc(OC(=O)c3ccsc3)ccc2N1,train
COC(=O)c1cc(F)ccc1CN(C)S(=O)(=O)c1cccs1,train
C=CCOc1ccc(C2Nc3ccccc3C(=O)N2CC)cc1OC,train
Cc1cnc(C(=O)NC(C)c2ccc(F)c(Cl)c2)cn1,train
O=C(CCNC(=O)c1ccco1)NCc1ccc(-c2ccn[nH]2)cc1,train
CCC1CCCC(NC(=O)NCc2cccc(C#N)c2)C1,train
CCC(=O)c1cc(C)ccc1S(=O)(=O)CC(C)C,train
Cc1nc2cc(NC(=O)C3CCCO3)ccc2n1-c1ccccc1,train
Cc1cc(=O)[nH]c(-c2cccc(NC(=O)COC3CCCCC3)c2)n1,train
CCCn1ccc2cc(NC(=O)C(CC(C)C)NC(N)=O)ccc21,train
Cn1cc(Br)c(C(=O)NCc2cccs2)n1,train
CNC(=O)c1[nH]cnc1C(=O)Nc1cccc(OC)c1,train
Oc1ccc(C2NCCc3cccc(F)c32)c(F)c1F,train
COC(=O)C1CN(C(=O)OC(C)(C)C)CCC1(F)F,train
Cc1cc(=O)c(O)c(CN2CCOCC2)n1Cc1ccccn1,train
Cn1cnnc1CCNC(=O)c1cc2ccccc2o1,train
O=C(CNC(=O)OCc1ccccc1)Nc1cc(F)cc(F)c1,train
CC(C)CC(=O)NCC#Cc1ccc(N2CCCCC2=O)cc1,train
CCOc1ccc(Cl)cc1S(=O)(=O)N1CCC(C(N)=O)CC1,train
COc1ccc(NC(=O)Cn2nc(C)ccc2=O)cc1Cl,train
O=c1[nH]c(-c2ccccn2)nc2sc3c(c12)CCC3,train
COC(=O)c1cnn2c(C(F)F)cc(-c3ccc(OC)cc3)nc12,train
COC(=O)CCC(NC(=O)N1CCc2ccccc21)C(=O)OC,train
CCC(NC(=O)Nc1cc(-c2ccccc2)on1)c1ccncc1,train
O=C(NC1CC1)c1cccc(-c2nc(-c3ccc(F)cc3)no2)c1,train
CC(C)CCNC(=O)CN1Cc2ccccc2C1=O,train
Clc1ccn2cc(CSc3nncn3-c3ccccc3)nc2c1,train
Cc1cnc(C(=O)N2CCN(Cc3nc(C(C)C)no3)CC2)cn1,train
N#Cc1cc(-c2ccc3c(c2)CCC3)n(CC(O)CO)n1,train
COC(=O)COc1cccc2ccc(-n3nc(C)cc3C)nc12,train
CN1CCOC2CN(S(=O)(=O)c3ccc(C#N)cc3)CC21,train
O=C(CSc1ncn[nH]1)NCCc1cc(Cl)cc(Cl)c1,train
CC1CN(C(=O)N2CCCC2)CC12CCN(c1ccsc1)C2=O,train
COc1ccc(C(=O)NCCNc2ncnc3ccccc23)cc1,train
COCc1cc(NCC2(O)CCCCC2)n2nccc2n1,train
COc1ccc(OC)c(CC(=O)NCc2cccs2)c1,train
O=C(CCn1cnnn1)N1CCCC1c1nc(-c2ccccn2)no1,train
O=C(OCc1nc(-c2cccc(F)c2)no1)c1ccncc1,train
CN(CCOCC1CC1)C(=O)c1ccc(C(F)(F)F)nc1,train
Cc1ccccc1NC(=O)NCCN1CCN(C(=O)C2CCC2)CC1,train
CC(NC(=O)c1c[nH]c2cccc(F)c12)c1nc2ccccc2[nH]1,train
OC(CSc1nccn1-c1ccccc1)C(F)(F)F,train
Cn1ccc(NC(=O)C23CC4CC(C)(CC(C)(C4)C2)C3)n1,train
N#CC1C=C(c2ccccc2C(F)(F)F)C=NC1=O,train
Cc1ccc(CC(=O)Nc2ccc(Oc3cccnc3)nc2)s1,train
COc1ccc(OS(=O)(=O)c2ccc(OC)c(C)c2)cc1,train
C=CCNc1ncnc(Nc2nc(C)c(C)s2)c1N,train
Cc1ccc(F)cc1NC(=O)CCCNC(=O)c1ccccc1,train
CCc1oc(C(=O)N2CCc3cc(F)ccc3C2)cc1C,train
COc1ccc(OC)c(C(=O)C2CCC(=O)O2)c1,train
CCn1ncc(CNC(=O)c2cc(OC)cc(OC)c2)c1C,train
COc1ccc(F)cc1NC(=O)N1CCC(C)CC1,train
CCOC1CCCN(C(C)c2nc(N)nc(N(C)C)n2)C1,train
CC(C)CN1CCOC(CNC(=O)Cn2ccc(=O)n(C)c2=O)C1,train
CC(C)C(=O)OCC(=O)NCC(=O)Nc1ccc(F)c(F)c1,train
COc1cccc(C(=O)N(C)Cc2cc(C)on2)c1F,train
CC(=O)c1cccc(NC(=O)N2CCCC2C(=O)NC(C)C)c1,train
CC(NC(=O)c1c[nH]c2ccccc12)c1ccc(-n2ccnn2)cc1,train
CCN1CCN(C(=O)CCc2cc3ccc(C)cc3[nH]c2=O)CC1,train
CC(C)CNC(=O)C1CCCN(C2=NC=NC3=NC=NC32)C1,train
O=C(CCn1c(=O)[nH]c(=O)c2ccccc21)NCc1ccc(F)cc1,train
Cc1csc(C(C#N)C(=O)c2cccc(N3CCCC3=O)c2)n1,train
Cc1ccc(N(CCC#N)C(=O)c2ccc3c(c2)OCO3)cc1C,train
CCn1c(C(=O)NCC(C)C)cc2sccc21,train
Cc1cc(C)c(C(=O)N2CCC3(CCOC3)C2)c(C)c1,train
O=C1CCc2cc(NC(=O)C3COc4ccc(F)cc4C3)ccc2N1,train
c1cn2cnnc2c(N2CCCC(c3nnc4n3CCCCC4)C2)n1,train
COc1cc(NCCN2CCOCC2)nc(C(C)C)n1,train
O=C(Nn1cnc2ccccc2c1=O)c1ccccc1F,train
CN(Cc1ccccc1Cl)C(=O)c1ccccc1SCC(N)=O,train
Cn1ncc2c1CN(S(=O)(=O)C1CC1)CC2COc1cccnc1,train
CC(Cc1ccco1)NC(=O)NCC1COc2ccccc2O1,train
Cc1ccc2c(c1)N(Cc1nc(C(C)(C)C)no1)C(=O)CO2,train
CC(c1ccc(S(C)(=O)=O)cc1)N(C)Cc1cscn1,train
Cn1cc(C(C)(C)NC(=O)c2ccc(Oc3ccccc3)o2)cn1,train
Cc1ccc(S(=O)(=O)N(C)Cc2ccoc2C)c(C)c1,train
C#Cc1cccc(NC(C)c2ccc3c(c2)OCCO3)c1,train
CCCC(=O)Nc1cccc(CNC(=O)c2nccnc2N)c1,train
COC(=O)C(C)CN(C)C(=O)c1c(C)oc(C)c1C,train
N#Cc1ccc(C(=O)NCCCN2CCCCCC2=O)cc1,train
CNC(=O)Nc1ccc(NC(=O)c2cc(Cl)ccn2)cc1,train
CCN(C1CC1)S(=O)(=O)c1cccc(C#N)c1,train
CN(C)C(=O)CNS(=O)(=O)c1ccc(F)c(N)c1,train
CC(C)c1cncnc1N1CCC(N2CCOCC2)C(CCCO)C1,train
Cn1ccnc1C(=O)N1CC2CCc3c(n[nH]c3C(F)(F)F)C2C1,train
Cn1cccc1C(=O)N1CCC2(CC1)CCN(c1ncccn1)CC2,train
CC(C)(C)c1ccc(-n2nnc3c(=O)[nH]cnc32)cc1,train
CCOC(=O)C1=C(C)NC(=O)NC1C1CCCCC1,train
CC1CC1C(=O)Nc1ccc(C(=O)N(C)C2CC2)cc1,train
CC(C)NC(=O)c1ccc(Cl)c(NC(=O)c2cccs2)c1,train
CN(c1ccccn1)S(=O)(=O)c1ccc2c(c1)CCC2,train
CCNc1cncc(S(=O)(=O)NC2CCCCC2)c1,train
Cc1ccc2c(cnn2CCC(=O)NCCn2cccn2)c1,train
Cn1ncc2c(=O)n(CC(=O)NCc3cccc(Cl)c3)cnc21,train
CN1C(=O)CC(C(=O)Nc2ccccc2)c2ccccc21,train
CCn1nc(C)cc1C(=O)Nc1cccc(C(=O)NC)c1,train
Cn1nnnc1SCCC(=O)N1CCCCCC1c1ccncc1,train
Cc1ccc(C(=O)N2CCC3(C=Cc4ccccc43)CC2)cn1,train
Cc1n[nH]c(C(=O)N(C)Cc2nc3ccccc3[nH]2)c1Br,train
Cc1ncsc1CN1CCNC(=O)C1c1ccccc1,train
COc1cc(CNS(C)(=O)=O)cc(OC)c1OC,train
Cc1cc(C(C)NC(=O)NCc2ccc3c(c2)OCCO3)c(C)o1,train
CCc1ccc(C2=CCN(C(=O)NC3CCC(=O)N(C)C3)CC2)cc1,train
CN(CCc1ccccc1)C(=O)c1ccn(-c2ccccc2)n1,train
N#CCc1c(-c2cccc(N)c2)nc2c(Cl)cccn12,train
CCOC(=O)Cc1nc(-c2cccc(Cl)c2)n[nH]1,train
O=c1c(Cl)c(Cl)cnn1CCS(=O)(=O)c1ccccc1,train
C#CCNC(=O)CSc1c(Cl)cccc1Cl,train
COCc1nsc(NC(=O)c2sc(C)nc2C)n1,train
Cn1cc2c(n1)C(=O)NC1c3ccccc3C(=O)N21,train
CCN(CC)C(=O)c1coc(NC(=O)c2cccs2)n1,train
COc1ccc2c(CN(C)CC(=O)N(C)C)cc(=O)oc2c1,train
CCCc1cc(=O)n2ncc(-c3ccccc3)c2[nH]1,train
C=CCn1c(C)nc2c(sc3nc4c(cc32)COC(C)(C)C4)c1=O,train
CN(Cc1ccc(O)cc1)C(=O)NCCc1nccs1,train
Nc1ccc(Br)cc1C(=O)NCCCO,train
C=CCNC(=O)c1ccc(NC(=O)c2ccc(C)nc2)cc1,train
CC(=O)Nc1cc(NCc2cc(-c3ccccc3)[nH]n2)ccc1F,train
C#CCN1CCC(C(=O)NCc2cccc(C)n2)CC1,train
Cc1ccc(C(=O)Nc2nn3c(C)nnc3s2)cc1,train
O=C(Nc1ccc(F)cc1F)N(CC1CCOC1)C1CC1,train
CCc1onc(C)c1NC(=O)NCCOc1ccc(F)c(F)c1,train
C=CCN1CC2(CCC1=O)CCN(C(=O)C(C)n1cnnn1)CC2,train
COc1cc(C2NC(N)=Nc3nc4ccccc4n32)cc(Cl)c1O,train
Cc1nc(-c2nnc(NC(=O)c3c(F)cccc3F)o2)cs1,train
O=C(Nc1ccc(N2CCOCC2)cn1)c1c[nH]c2cccc(F)c12,train
Nc1cccc2c1CN(c1cccc(Br)c1)C2=O,train
O=C(Cc1ccc(F)cc1)N1CC2CCC1C2OCC1CC1,train
COCc1ccc(C(=O)OCC(=O)Nc2ccc(C)cc2)cc1,train
N#Cc1ccc(-c2noc(CSc3ccc(F)c(F)c3)n2)nc1,train
Cc1nnc(SCC(=O)NCCN2CCc3ccccc32)s1,train
CC(C(=O)NC1CC1)n1nc(-c2ccc(F)cc2)ccc1=O,train
CCCc1nnc(NC(=O)Cc2coc3cc(OC)ccc23)s1,train
CCCNC(=O)CCc1ccc(OCC)c(N)c1,train
Cc1ccc(Cn2c(NCCO)nc3ccccc32)cc1,train
CCCNC(=O)Nc1ccccc1CN1CCOCC1,train
CCc1ccc(CNC(=O)c2ccc(C(N)=O)nc2)s1,train
COc1ccc(NC(=O)c2ccc(-c3ccccc3)[nH]c2=O)cc1,train
COCC(C)N1CCN(S(=O)(=O)c2ccc(C)cc2F)CC1,train
COc1ccc(C(=O)C2CCCN2C(C)=O)c(OC)c1,train
Cc1nc(-c2ccncc2)sc1C(=O)NCC1CCCO1,train
COC(=O)c1c(C)[nH]c(C)c1-c1ccccc1Cl,train
CC(=O)Nc1cc(NC(=O)Cc2ccccc2)ccc1F,train
CN(C)c1ccnc(-c2ccc(F)c3cccnc23)n1,train
COCCN1CC(C(=O)NC2CCc3ccccc32)CC1=O,train
CC(NC(=O)c1cccc(N(C)C)c1)c1ccc(F)cc1,train
O=C(Nc1ccc(-c2cc[nH]n2)cc1)c1cc(Cl)c2c(c1)OCO2,train
CCc1nc(C)c(C(C)N(C)Cc2ccc(S(C)=O)cc2)s1,train
CN1CCc2c(sc3ncn4nc(-c5ccccc5)nc4c23)C1,train
Fc1ccc2oc(CSc3ccncc3)nc2c1,train
COC(=O)N1CCCC1C(=O)Nc1ccc(-n2ccnc2C)c(F)c1,train
Nn1cnn2c(SCC(=O)NCCc3ccccc3)nnc12,train
COc1cccc(OC)c1COC(=O)c1cc(-n2cccn2)ccn1,train
COc1cccnc1N(C)C(=O)Cc1cccc2ccccc12,train
CC1CCCCC1NC(=O)c1ccc2c(c1)NC(=O)CS2,train
CCC1CN(Cc2ccccc2OCC(=O)NC)CC(C)O1,train
Nn1c(SCC(=O)NCC(F)(F)F)nnc1-c1ccccc1F,train
O=C(CCCc1cc(F)ccc1F)N1CCN(Cc2ccon2)CC1,train
CC(=O)Nc1cc(S(=O)(=O)Oc2c(C)nn(C)c2C)ccc1F,train
COc1ccc(N(C)C(=O)c2ncn(-c3ccccc3)n2)c(OC)c1,train
O=C(CCCc1cccs1)Nc1ccc2c(c1)OCC(=O)N2,train
COc1ccc(C(C)(C)C)cc1C(=O)Cn1ccnc1,train
COC(=O)c1ccccc1NC(=O)CSc1nncn1N,train
CCCc1sc(C(=O)NCc2cccnc2)cc1Br,train
OCCc1nnc(COc2ccccc2Cl)o1,train
COC(=O)C1(NC(=O)c2cc(Cl)c[nH]2)CCCCCC1,train
O=C(c1cc(-c2cccs2)n[nH]1)N1CCOCC1C1CC1,train
O=c1oc2ccc(Cl)cc2c2c(O)ccc(O)c12,train
CCOc1cn(-c2ccccc2)nc1C(=O)Nc1cc(F)ccc1F,train
Clc1cccc(Nc2c3c(nc4ncnn24)CCC3)c1,train
COC(=O)c1ccc(C(=O)Nc2ccc(CC(=O)N(C)C)cc2)cc1,train
CNS(=O)(=O)c1cc(C(=O)NC2CCCC2)n(C)c1,train
CCc1cccc(C)c1NC(=O)CN1C(=O)COc2cc(C)ccc21,train
Cc1ccc(-c2nnc3c(N)c(Cl)ccn23)cc1,train
CC1CC(OC(=O)c2ccc(N3CCCC3=O)cc2)C(=O)O1,train
CC(C)CNC(=O)Cn1cnc(C2CCC2)cc1=O,train
Cc1nnc(CN(C)C2Cc3ccccc3C2)n1C,train
Cc1cc(NC(=O)c2ccc(OCC(F)F)nc2)c[nH]c1=O,train
NC(=O)c1ccc(COC(=O)CCc2nc3ccccc3s2)cc1,train
O=C(NC1CCc2c(F)cccc21)c1ccc(-c2ccco2)[nH]c1=O,train
COc1ccc(-c2ccc(C#N)c(=O)[nH]2)c(OC)c1,train
COc1ccc(Cl)cc1C(=O)N1CCCC(CS(N)(=O)=O)C1,train
Cc1nc(-c2cccc(Cl)c2)[nH]c(=O)c1CCO,train
Cc1cc(OCC(=O)c2cccc(C(F)(F)F)c2)n2cnnc2n1,train
CC1CCCCN1C(=O)c1ccc(-c2ccco2)o1,train
CC(=O)Nc1cc(C(=O)N(C)CC(F)(F)F)ccc1C,train
Cc1csc(NC(=O)NCCOCC(F)(F)F)n1,train
CNC(=O)CCNC(=O)Nc1cccc(-c2nnnn2C2CC2)c1,train
CC(C)Cc1noc(CNc2cc(F)ccc2F)n1,train
CCNc1ncccc1S(=O)(=O)Nc1cccnc1,train
N#Cc1cccc(Br)c1N1CCCC1,train
Cc1nc(CNC(=O)c2ccc(F)c(C(F)(F)F)c2)n[nH]1,train
COCCCNC(=O)c1cc2cc(Br)ccc2[nH]1,train
O=C(CCOc1cccn(CCCO)c1=O)N1CCOCC1,train
O=C(NCC1CC=CCC1)Nc1nnc(C(F)F)s1,train
COC(=O)CCNC(=O)Cn1cnc2sc3c(c2c1=O)CCC3,train
CC(C)=CC1C(C(=O)Nc2ccn(Cc3ccccn3)n2)C1(C)C,train
COCCNC(=O)N1CCC(Oc2cccnc2)CC1,train
COCC(=O)Nn1cnc2c(cnn2-c2ccc(C)c(C)c2)c1=O,train
Cc1cc(NC(=O)CNc2ccccc2SCC(C)C#N)n(C)n1,train
C#Cc1cccc(NC(=O)C2CCCN2C(=O)C2CC2)c1,train
COCCn1cc(NC(=O)N(C)CCc2cccs2)ccc1=O,train
O=C(C1CNCc2cc(Cl)ccc21)N1CCOCC1,train
Nc1c(-c2nc3ccccc3[nH]2)c(COc2ccccc2)nn1CCO,train
CCCCOC(=O)Cn1cc(CO)c2cccc(C)c21,train
Nc1ncc(C(=O)N2CC=C(c3ccccc3Cl)CC2)cc1Cl,train
CCN(CCO)C(=O)c1csc2nc(-c3ccccc3OC)cn12,train
CCCCN(CCO)S(=O)(=O)c1ccc(C)cc1C,train
N#CC(C(=O)CCc1ccccc1F)c1nc2ccccc2[nH]1,train
O=C(NCC1(O)CCOc2ccccc21)c1ccc2c(c1)OCO2,train
CN(C)C(=O)c1ccc(C(=O)N(Cc2cccs2)C2CC2)cc1,train
O=C(OCc1nc(-c2ccccc2)no1)c1cc(=O)[nH]c2ccccc12,train
O=C1NCC2(CCC(NC(=O)C3CCCO3)CC2)Oc2ccccc21,train
CC(NC(=O)CN1CCCCCC1=O)c1ccc(Cl)cc1,train
Cc1cnc(NC(=O)CC(O)(c2nccn2C)C(F)(F)F)s1,train
CCc1n[nH]c(C2CN(C(=O)CCn3nc(C)cc3C)CCO2)n1,train
Cc1noc(C)c1CNC(=O)CN(C)c1ncnc2[nH]cnc12,train
CCCc1cc(=O)[nH]c(SCC(=O)Nc2ccccc2O)n1,train
COc1cc(C(=O)NC(C)(C)CCO)cc(OC)c1OC,train
CC(C)c1ccccc1NC(=O)Cn1nc(-c2ccco2)oc1=O,train
O=C(CCc1cccs1)NCc1ccccc1Cn1cncn1,train
CCOC(=O)C(Cc1nnc(-c2ccncc2)n1C)NC,train
Cc1ccc(NC(=O)CCc2c(C)nn3cnnc3c2C)cc1,train
Cc1noc(-c2cnc(NC(C)C)nc2-c2ccco2)c1C,train
NC(=O)C(NC(=O)CCc1ccco1)c1ccccc1,train
O=C(Cc1cccs1)N1CCC(OCc2ccc(F)cc2)CC1,train
N#Cc1nc(COc2ccccc2Cl)oc1N1CCOCC1,train
O=C(c1cnn(-c2cccc(F)c2)c1-n1cccc1)N1CCCC1,train
COc1ccc(-n2nnc3c(sc4nc(C)cc(C)c43)c2=O)cc1,train
CCCNC(=O)CCNC(=O)c1ccc(C(C)(C)C)cc1,train
Cc1ccc(-n2cnnc2SCC(=O)NC(C)CO)cc1Cl,train
CCOc1ccc(-n2nnc(C#N)c2COC)cc1OCC,train
CCOc1ccccc1NC(=O)Cn1cnc(N)n1,train
CC(O)CN(C(=O)c1ccc(F)c(Cl)c1F)C(C)C,train
O=C(COc1ccc(Cl)cc1C(F)(F)F)NC1CCOCC1,train
CC(C)(C)CC(=O)Oc1cccc(-n2cccn2)c1,train
O=C(Cc1csc(-c2cccnc2)n1)Nc1ccc2c(c1)COC2,train
Cc1cc(C)n(CCN2CCN(C(=O)COc3ccccc3)CC2)n1,train
O=C1CCCN1c1cccc(NCc2cccc(Br)c2)c1,train
CC(C)CCC(NS(N)(=O)=O)c1ccc(Cl)cc1,train
O=C(Nc1cccc(F)c1)C1CCCN(C(=O)c2ccccc2F)C1,train
COC(=O)c1ccc2c(c1)C(O)c1ccccc1CO2,train
COC1CC2(CCN(S(=O)(=O)C3CC3)CC2)c2ccc(C)cc21,train
CCc1cccc(CC)c1NC(=O)c1ccc(C(F)(F)F)nc1,train
Cc1cccc(CCC(=O)Nc2cccc3cn[nH]c23)c1,train
COc1cc(C#N)ccc1OCCN1CCN(c2ccccc2)CC1,train
Cc1nnc(-c2ccccc2C(=O)Nc2cccc(F)c2)o1,train
COc1ccc(CNC(=O)c2ccc(OC)cc2N)cc1,train
COC(=O)c1cccc(Nc2ccc(C#N)cc2N)c1,train
Cn1c(C(O)c2ccccc2)nc2cc(N)ccc21,train
Cc1cc(C)cc(NC(=O)c2cnc(C3CCCO3)s2)c1,train
N#Cc1nc2cc(O)ccc2n1Cc1cccc(N)c1,train
Cc1ccn2c(=O)c(C(=O)NCc3ccco3)c(O)nc2c1,train
CC(C)OC(=O)c1ccc(OCC(=O)N2CCCC2)cc1,train
CCNC(=O)C(C)NC(=O)NC(C)c1ccc(F)cc1,train
CCn1c(C)cc(C(=O)Nc2ccc(N3CCCC3)nc2)c1C,train
Cc1n[nH]c(SCCC(=O)NCC2CCC(C)(C)CC2)n1,train
O=C(CCc1cccnc1)Nc1ccc(Br)cc1O,train
COCCCC1CCCN(C(=O)c2ccc(F)c(Cl)c2)C1,train
CC(C)(C)NC(=O)N1CCN(C(=O)NC(C)(C)C)CC1,train
O=C(NCC1CN2CCCCC2CO1)c1cccc(-c2ccoc2)c1,train
CC(C(=O)N(C(C)C)C(C)C)N1CCN(c2ccccc2O)CC1,train
CC(C)C(C)NC(=O)NCCC(=O)NC1CCCC1,train
CCc1nsc(N2CCN(Cc3csc(C)n3)CC2)n1,train
CCOc1ccc(C(O)c2ccc(OC)cc2)cc1,train
Cc1ccc(NC(=O)NC(C)C(C)CO)cc1Cl,train
CCCCOC(=O)CSc1ncnc2nc[nH]c12,train
O=C(NCCO)c1cc2sccc2n1C1CCCC1,train
Cc1noc(C2CCCN(c3ncccc3C#N)C2)n1,train
COC(=O)c1ccc(CN(C)Cc2c[nH]nc2-c2cccnc2)cc1,train
CNC(=O)Nc1cccc(NC(=O)c2cc(C(C)C)no2)c1,train
Cc1nc2ncnn2c(C)c1CCC(=O)Nc1cnc2ccccc2c1,train
CC(C)(C)C(C#N)NC(=O)c1cnn2cc(Br)cnc12,train
CC(C)C(=O)Nc1ccc2c(c1)N(C(=O)c1cccnc1)CCC2,train
O=c1[nH]c2ccccc2c(=O)n1Cc1ccc2c(c1)OCO2,train
COCc1cccc(NC(=O)c2ccc(C)cc2)c1,train
O=C(Cc1ccc(N2CCCC2=O)cc1)NCc1cscn1,train
CCc1nc(NC(=O)CNC(=O)NCc2ccccc2)sc1C,train
